Gene_ID,AJ1,AJ2,AJ3,AJ4,AJ5,AJ6,,,avg-con,avg-si2
TES,46.8565,47.3255,47.6198,43.8621,44.0436,45.1333,,,,
LZIC,16.3256,16.6807,16.9841,14.2364,15.3576,15.9434,,,,
PRKACA,35.7841,36.5157,33.3802,32.6382,29.9996,30.2635,,,,
HDGFRP2,12.0331,12.0179,13.3374,22.9429,22.098,21.3991,,,,
PLEK,0.00625575,0,0,0.0198126,0.00646345,0,,,,
RSBN1L,5.31597,5.10601,4.93862,4.94535,5.5265,5.79431,,,,
SKIV2L,0,0,0,0,0,0,,,,
UIMC1,15.1068,15.5943,16.2984,14.3102,13.7288,14.4819,,,,
DACT2,0.344628,0.30992,0.376471,0.402914,0.321657,0.30992,,,,
NLGN3,1.18879,1.25295,1.13647,1.54226,1.01,1.11479,,,,
MIR4726,0,0,0,0,0,0,,,,
GDPD3,1.42991,1.22442,1.98376,1.64679,1.59251,1.46403,,,,
HLCS,5.00338,4.83037,4.58967,5.00417,5.30799,5.05348,,,,
LEMD1,0.0338338,0,0.13821,0.0714391,0.209753,0.0444587,,,,
IGFBP6,53.3005,57.14,62.4486,54.2212,52.9079,52.046,,,,
PMF1,29.6121,30.5607,32.7039,29.5986,27.2172,26.0963,,,,
KLHL22,5.39873,5.58549,5.57041,4.532,4.18727,4.45838,,,,
ERAL1,39.1672,40.7299,42.7108,38.4124,36.8118,36.1188,,,,
LINC00654,0.635652,0.707866,0.439719,0.689126,0.760322,0.787031,,,,
MTRF1L,5.02648,5.3274,5.68621,9.32073,9.19031,9.30056,,,,
HNRNPD,120.341,122.152,118.223,124.369,130.538,128.698,,,,
KLHL29,8.79067,8.5006,7.96979,7.20649,7.04238,6.98559,,,,
MB21D1,17.2933,17.5162,18.0759,14.5549,17.6531,16.1934,,,,
C20orf166,0,0,0,0,0,0,,,,
CDH15,0.155981,0.202709,0.183629,0.131736,0.16116,0.172159,,,,
TRIM74,1.04649,0.00219867,1.02239,0.783858,0.557746,0.547622,,,,
EIF3I,148.455,154.632,164.833,163.785,161.052,153.887,,,,
ZNF816-ZNF321P,9.16E-05,0.000171404,6.15E-05,6.35E-14,0.194834,0.124426,,,,
SOCS6,5.77178,5.70601,5.73976,5.56202,6.2105,7.05564,,,,
DCC,0,0,0,0,0,0,,,,
MOV10L1,0.0437025,0,0.0158909,0.0461389,0.0150622,0,,,,
USP17L12,0,0,0,0,0,0,,,,
TSNAXIP1,0.316625,0.320014,0.322076,0.375746,0.245476,0.373565,,,,
LOC102724508,0.604183,0.23982,0.498945,0.218729,0.266211,0.0883752,,,,
ILDR1,0.00685321,0.0130985,0,0.0144711,0,0.0270174,,,,
DPH3P1,0,0,0,0,0,0.0459642,,,,
MIR378D2,0,0,0,0,0,0,,,,
LOC101927229,0.60169,0.59707,0.696862,0.684068,0.824904,0.805796,,,,
TBX2,0.0104296,0,0.0113687,0.0165158,0.0215517,0.0205559,,,,
MIR4668,0,0,0,0,0,0,,,,
SF3B5,83.2597,87.7043,97.2905,94.8843,94.3135,94.222,,,,
KPNB1,126.258,128.474,117.483,120.156,126.944,125.274,,,,
SUSD3,17.5313,16.7913,19.2099,13.4261,13.3355,12.0746,,,,
ANXA5,554.111,559.745,601.279,503.553,523.555,532.367,,,,
KCNN1,0.020261,0.0387215,0.036809,0.00712985,0.00697788,0.00887398,,,,
LINC01096,0,0,0,0,0,0,,,,
ITPRIPL2,8.80825,8.75603,8.00021,8.38388,8.77355,8.63625,,,,
CDK14,3.20224,2.7876,2.7481,2.28977,2.58279,2.44738,,,,
IL15RA,19.8508,20.8599,21.9124,20.1857,19.2164,18.7562,,,,
USP2-AS1,0.331272,0.616446,0.494139,0.53379,0.414328,0.274911,,,,
DEFB124,0,0,0,0,0,0,,,,
MIR4264,0,0,0,0,0,0,,,,
PLEKHB2,51.0275,51.3312,52.2193,46.3537,47.6645,46.4913,,,,
LOC100507384,0,0,0,0,0,0,,,,
EFCAB11,4.17795,4.04912,4.27922,3.74207,3.9261,3.78056,,,,
LINC00836,0,0,0,0,0,0,,,,
EDC3,9.0812,9.68448,8.83665,9.17571,9.22382,9.27242,,,,
ELF4,27.3959,27.8085,25.1221,20.338,20.31,20.1117,,,,
F11-AS1,0,0,0,0,0,0,,,,
DYNLT3,13.882,13.1196,15.2443,31.4843,34.617,39.2781,,,,
OCA2,0,0,0,0,0,0,,,,
AMBN,0,0,0,0,0,0,,,,
LINC00378,0,0,0,0,0,0,,,,
INPP5F,10.4451,10.517,11.2794,11.8975,12.5708,12.6241,,,,
LINC01344,0,0,0,0,0,0,,,,
ALPK1,2.10931,2.06574,2.1201,1.84582,1.42877,1.70186,,,,
LOC101060376,4.80E-06,0.00277038,1.82E-10,1.24E-08,0.0109263,0.0942639,,,,
SNORD114-11,0,0,0,0,0,0,,,,
CASC21,0,0,0,0,0,0,,,,
UBAP1L,0.140699,0.0806688,0.184043,0.148537,0.145371,0.0924362,,,,
DIO3,0,0,0,0,0,0,,,,
PSMA5,43.0139,44.9488,49.5429,46.7774,45.3212,44.7741,,,,
BEST4,0.122631,0.0585911,0.0859328,0.147956,0.054301,0.0575468,,,,
MIR450A2,0,0,0,0,0,0,,,,
ERICH5,0.0246408,0,0.0134298,0,0,0,,,,
SUV420H1,14.0219,13.2593,14.2579,14.0214,14.1762,14.1257,,,,
AIM1L,0.275885,0.307565,0.272087,0.201103,0.149309,0.159673,,,,
ALB,0.0729989,0.0542543,0.0530481,0.0342512,0.0502817,0.0426298,,,,
VSTM5,0.417816,0.359327,0.273263,0.132327,0.604362,0.109798,,,,
MTHFD2,47.9819,48.8901,52.6086,44.8607,45.3387,45.1962,,,,
RPF2,11.6772,11.6473,12.3556,9.52431,10.6205,10.7178,,,,
LOC284023,1.68819,1.46994,1.39669,1.70813,1.72212,1.48662,,,,
NAMA,0,0,0,0,0.0115979,0,,,,
STATH,0,0,0,0,0,0,,,,
LINC00367,0,0.00968791,0,0.0117734,0,0,,,,
TUBB6,93.4797,100.557,100.834,120.685,120.304,117.278,,,,
MS4A6A,0,0,0,0,0,0,,,,
KBTBD11,0.198254,0.184588,0.1884,0.246863,0.283619,0.237118,,,,
ADRA2B,0,0.00501151,0,0,0,0,,,,
TMEM240,0.309104,0.382244,0.257658,0.383908,0.30058,0.430039,,,,
MEGF11,0.00869804,0.0110821,0.00316042,0.00918253,0.0179736,0.0152384,,,,
KLK13,0,0,0,0,0,0,,,,
ADAM8,81.681,82.8508,89.3448,74.1535,67.8009,68.3578,,,,
MIR150,0,0,0,0,0,0,,,,
UBA1,133.179,140.599,138.691,137.072,135.58,133.533,,,,
LOC100134391,0,0,0,0,0,0,,,,
FEZ1,0.0528111,0.0406196,0.034752,0.011219,0.0329397,0.0558539,,,,
LOC101929549,0,0,0,0,0,0,,,,
SELENBP1,8.57768,9.30641,9.22358,7.0187,6.11516,6.48831,,,,
POLR3GL,25.2338,24.6077,27.5813,14.0946,13.5979,13.7753,,,,
SIRPG,0.00548255,0.00523896,0.0210205,0.0203582,0,0,,,,
EFTUD1P1,1.48226,1.28464,1.46543,1.22821,1.20203,1.2116,,,,
TLE1,26.2977,27.1973,27.8793,28.8436,27.3271,27.5281,,,,
EFCAB9,0,0,0.108867,0.0351456,0,0,,,,
DCUN1D3,4.5237,4.41778,4.34474,3.80085,4.14386,4.30168,,,,
LRCH2,0,0.00677257,0.00772567,0.0149682,0.0146491,0,,,,
FGR,0.0223591,0.0142401,0,0.00786093,0.0231014,0.0293788,,,,
ULK4P1,0.695541,0.500438,0.572859,0.196268,0.699078,0.319859,,,,
SEC16B,0.827976,0.865751,0.826928,0.98393,1.07045,0.791734,,,,
MOG,0,0,0,0,0,0,,,,
PDXP,9.19346,8.95207,10.2721,8.50086,8.35771,8.06527,,,,
BSDC1,23.661,24.1674,22.8116,23.8789,23.3392,23.9883,,,,
KRTAP5-8,0,0.0161998,0.0369592,0.0178974,0.0350318,0.0222755,,,,
MIR3609,0,0,0,0,0,0,,,,
ARMC2-AS1,0,0,0,0,0,0,,,,
C10orf54,3.33395,3.57712,3.23914,3.45462,3.21625,3.17121,,,,
PSMD5,23.7224,23.3908,22.1542,19.9138,21.5893,20.5652,,,,
MIR4518,0,0,0,0,0,0,,,,
ZSWIM4,2.97533,2.77426,2.59722,4.58266,4.60497,4.58821,,,,
MIR196A2,0,0,0,0,0,0,,,,
ANLN,83.8788,86.1624,75.6283,65.661,78.6726,77.4207,,,,
SLC47A2,0,0,0,0,0,0,,,,
GDF1,0.0359965,0.142373,0.155,0.146202,0.151714,0.203977,,,,
LINC00982,0.0399082,0.0765637,0.0436692,0.0422116,0.124176,0,,,,
HIST1H2BD,12.5282,12.7512,14.7842,15.4948,13.024,15.8671,,,,
WDR20,8.3891,7.9806,8.32869,9.00127,10.1128,10.119,,,,
RPL23AP64,0,0,0,0,0,0,,,,
OR52E6,0,0,0,0,0,0,,,,
RPAP1,7.22132,7.55059,6.94052,6.39786,6.69701,5.96612,,,,
MIP,0.013783,0.00658529,0,0.00727535,0,0.00905508,,,,
ERCC-00083,0,0,0,0,0,0,,,,
MIR6726,0,0,0,0,0,0,,,,
LOC100130950,0.315479,0.228696,0.201589,0.264145,0.191076,0.257291,,,,
ERCC-00147,0,0,0,0,0,0,,,,
C5AR1,0.0620297,0.103729,0.0507114,0.0491137,0.0480669,0.0713161,,,,
EPS8L2,50.0314,50.8209,49.6125,42.3308,39.3338,38.9143,,,,
TTTY17B,0,0,0,0,0,0,,,,
LEUTX,0,0,0,0,0,0,,,,
NKD2,0,0,0,0,0,0,,,,
SLC25A17,8.33361,8.47461,7.89715,10.2147,9.49631,9.57999,,,,
MANBA,4.83495,4.96141,4.84613,3.89432,4.19135,4.02747,,,,
LOC101926935,0.118028,0.117989,0.0974813,0.118851,0.0736368,0.0888743,,,,
LOC100996325,0,0,0,0,0,0,,,,
GJB2,11.5085,12.9838,13.3681,17.1557,17.3452,17.0144,,,,
OR52L1,0,0,0,0,0,0,,,,
B9D1,7.52662,7.30797,7.98081,7.29953,7.53458,7.2015,,,,
SNX25,11.0998,10.8381,10.3172,10.1171,10.0977,10.1872,,,,
WISP3,0.0160312,0,0,0,0,0,,,,
CREB3L2,20.122,20.4631,17.2398,16.5306,17.4875,17.7569,,,,
ZNF419,5.48403,5.33887,5.48679,6.20522,5.93889,5.50787,,,,
LRGUK,0.0530973,0.114161,0.0506437,0.0910893,0.0891479,0.113372,,,,
PCP4,0,0,0,0.0500486,0.0979637,0,,,,
SUGT1P3,0.190748,0.200041,0.192784,0.246439,0.0867555,0.1457,,,,
TTTY16,0,0,0,0,0,0,,,,
SPEG,4.44784,3.86398,3.75047,4.17216,3.30546,3.62678,,,,
DCHS2,0.0034067,0,0,0,0.00196392,0.00249758,,,,
MYOZ2,0.0623088,0.0595404,0.0528263,0.0950149,0.121602,0.0909676,,,,
MIR4647,0,0,0,0,0,0,,,,
ACTN1,143.201,144.543,136.836,157.066,151.26,151.372,,,,
APBA3,11.4578,10.5111,11.3802,11.523,10.1295,10.7759,,,,
MIR1185-2,0,0,0,0,0,0,,,,
GNAI2,155.689,167.327,165.828,179.7,174.754,171.984,,,,
UCHL3,75.2616,76.2835,83.8645,72.3709,69.8972,69.1029,,,,
SLFN11,0.32285,0.316754,0.314282,0.282508,0.294325,0.290367,,,,
MIR4802,0,0,0,0,0,0,,,,
FABP2,0,0,0,0,0,0,,,,
SAA4,4.34989,4.2096,7.06393,7.9064,3.16801,4.11532,,,,
FAM223A,0.411176,0.770099,0.627482,0.833433,0.54378,0.64832,,,,
FOXD4L5,0.0762677,0.0973451,0.0299364,0.0526693,0.0476895,0.0511942,,,,
C8orf37,1.15676,1.34841,1.39859,0.722783,0.850473,1.0232,,,,
MIR4520A,0,0,0,0,0,0,,,,
MAGEB17,0.0429401,0.0683871,0.0156022,0.135996,0.0591543,0.0376142,,,,
SEMA4D,7.95684,8.08553,7.62431,7.53362,7.68735,7.5307,,,,
C5orf24,13.7564,12.1018,11.6809,11.4998,13.0795,14.4675,,,,
TMEM44,7.60929,7.30849,7.74552,7.81266,7.29321,7.22601,,,,
LIPF,0,0,0,0,0,0,,,,
LOXL3,0.5109,0.544492,0.518029,0.416241,0.423134,0.345893,,,,
BCORL1,3.62853,3.88887,3.2424,3.1352,3.22649,3.38217,,,,
TWSG1,23.6425,21.7501,22.8823,21.8389,24.5576,26.5533,,,,
NOS1AP,0.594114,0.586417,0.448981,0.470008,0.468743,0.444356,,,,
LINC00443,0,0,0.0177521,0,0,0,,,,
PPP3R1,18.4112,18.0499,18.461,27.5292,28.869,28.487,,,,
PPP1R42,0,0.018049,0.0411782,0,0.0195154,0,,,,
COQ5,12.594,13.2367,15.3211,13.215,12.5263,12.5403,,,,
ZSCAN1,0.00447926,0,0,0,0,0,,,,
HOXD8,0,0,0,0,0,0,,,,
C19orf55,5.74007,5.69694,4.74151,4.92528,4.79386,4.1129,,,,
HSPA14,23.1981,24.6541,24.795,21.034,22.0235,21.7897,,,,
PALM2-AKAP2,1.52486,1.39315,1.05415,1.91298,1.97736,2.62355,,,,
AKAP3,0.0212668,0.0152394,0.0231818,0.0224514,0.0219729,0.00697476,,,,
JRKL,9.91249,9.7777,9.21626,10.2255,10.8025,11.6209,,,,
LY86,0,0,0,0,0.0254394,0,,,,
OAT,60.5151,58.7127,61.4862,68.8534,71.2218,73.0451,,,,
MAGEC3,0.0110302,0,0,0.0116446,0.0113964,0,,,,
SYNGR2,102.038,104.118,114.137,118.811,110.162,110.138,,,,
TMEM196,0,0,0,0,0,0,,,,
FOCAD,0.609714,0.722239,0.514541,0.483499,0.438357,0.520553,,,,
LINC01193,0,0,0,0,0,0,,,,
TDRD5,0.100487,0.0695593,0.0905487,0.099961,0.0902213,0.066992,,,,
SNORD83B,55.6129,185.997,30.3103,117.421,57.4593,73.0727,,,,
SNORA11E,0,4.26048,0,0,11.5165,0,,,,
MIR617,0,0,0,0,0,0,,,,
TOP1P2,1.06147,0.795377,0.866069,0.894256,0.942519,0.762262,,,,
KHDC3L,0.0203019,0,0,0,0,0,,,,
AWAT2,0.0172628,0.00824791,0,0.0273366,0.00891798,0.0340238,,,,
PHC3,4.21995,4.03023,3.32588,3.45126,3.7687,3.88608,,,,
C2orf80,0,0,0,0,0,0,,,,
CD300A,0.0245672,0.0117376,0,0.0129676,0,0,,,,
PRB4,0,0,0,0.0346567,0,0,,,,
OTX2,0,0,0,0,0,0,,,,
SPAG1,7.73603,7.40641,7.52683,6.4658,7.04225,7.40875,,,,
ITPR3,64.0243,64.1228,56.0739,36.5658,34.7518,34.5931,,,,
NT5C1B-RDH14,1.52E-07,0.00680363,0.00797653,0.00777418,1.28E-07,0.00969436,,,,
NXF2,0.0113125,0.0144132,0.0191818,0.0371549,0.0194802,0.0148641,,,,
SULT1E1,0,0,0,0,0,0,,,,
GPR158,0.0333238,0.0293938,0.0223536,0.0541232,0.0317818,0.0471541,,,,
HOMEZ,0.352093,0.33645,0.419141,0.232316,0.357978,0.350667,,,,
ERCC-00156,0,0,0,0,0,0,,,,
SHROOM4,0.131265,0.13017,0.111388,0.112242,0.0840816,0.0860098,,,,
OR2H1,0,0,0,0,0,0,,,,
LILRA1,0,0,0,0,0,0,,,,
C1QTNF1,2.57239,2.48359,2.89124,3.06402,2.596,3.03431,,,,
ATXN1,8.69886,8.27005,7.35087,7.38116,7.72942,8.31005,,,,
PIH1D2,0.958274,1.09789,1.21761,1.04483,1.33548,1.15312,,,,
SCARNA2,0.155337,0.296871,0.169325,0.16399,0,0.102053,,,,
MAP3K14,6.79963,7.71349,6.7542,7.30905,7.17724,7.1099,,,,
ZNF683,0,0,0,0,0,0,,,,
SMG8,8.28677,8.27006,8.59075,7.57201,7.24855,7.92467,,,,
NCF1B,0.0210673,0.0362364,0.0160751,0.00667225,0.00435336,0.0387541,,,,
BBS7,12.2456,11.8585,11.7209,10.0906,11.0331,11.1628,,,,
LOC284344,0.141165,0.200163,0.148912,0.183641,0.0846881,0.108897,,,,
COX7B2,4.28405,3.76433,5.20657,3.74291,4.88418,4.0115,,,,
FBXO24,0.113167,0.0885277,0.141328,0.128169,0.0670035,0.0531071,,,,
CRCT1,0.101715,0.129595,0.184791,0.107381,0.105093,0.0890995,,,,
GALNTL6,0,0,0,0,0,0,,,,
PGLYRP2,0,0,0,0,0,0,,,,
FES,0.0656021,0.111446,0.0488538,0.138515,0.0729441,0.0928915,,,,
SCARF1,0.655049,0.631844,0.797825,0.862194,0.69953,0.800978,,,,
RAD54L2,2.26237,2.16185,1.72826,2.30683,2.47811,2.37328,,,,
LINC00314,0,0,0,0,0,0,,,,
RSPO3,0,0.018066,0,0.0119755,0.00390674,0.00496832,,,,
LOC100505736,0,0,0,0,0,0,,,,
NDUFAF6,6.79675,7.30166,6.83278,6.19092,6.10179,6.68434,,,,
FAM170A,0,0,0,0.0170074,0,0.0211678,,,,
EOGT,2.59386,2.55811,2.72226,4.09382,4.64909,4.36876,,,,
RCBTB1,6.20819,6.13899,5.7843,5.79382,6.50814,6.26214,,,,
TOR1B,16.9017,17.0024,17.2902,21.7636,22.1572,22.6917,,,,
OAF,29.9934,29.2244,32.0185,33.3001,31.3094,31.5411,,,,
C11orf71,2.51896,2.46379,2.76076,2.84512,2.33637,2.29671,,,,
DLGAP1-AS5,0,0,0,0,0,0,,,,
SOX4,3.64867,3.19206,3.68375,5.45625,5.35459,6.43723,,,,
DCAF4,15.2791,14.4014,15.4492,13.9021,13.213,13.3667,,,,
MIR5095,0,0,0,0,0,0,,,,
RASD2,1.07717,1.14367,1.03065,1.16876,1.13148,0.943564,,,,
TEKT4P2,2.70278,2.13102,2.7052,3.18995,2.38619,2.78664,,,,
NIT1,22.0324,21.4266,24.0827,22.041,19.5782,20.0039,,,,
HMGA1P7,0,0,0,0,0,0,,,,
PPIC,30.7447,30.5004,33.9689,31.0823,31.807,32.0937,,,,
MYOF,98.7135,98.424,89.7168,69.5552,72.6468,73.7753,,,,
LHFPL3,0,0,0,0,0.00575812,0,,,,
SPATA31C2,0,0,0,0,0,0,,,,
CD14,1.28608,1.32936,1.71003,2.38199,2.32549,2.2397,,,,
PSME3,53.3909,54.0523,51.2962,53.5467,53.7875,52.1103,,,,
LYPD6B,1.36877,1.22693,1.30717,1.87979,1.88978,1.57567,,,,
MRPL42,16.5024,16.2585,17.5183,17.6338,18.5889,20.2138,,,,
TRIAP1,30.6486,30.2599,34.2223,32.4812,32.3851,31.1731,,,,
6-Mar,16.332,15.6942,15.0166,15.6828,16.9537,17.5531,,,,
SPACA7,0,0,0,0,0,0,,,,
CLCA4,0,0,0,0,0,0,,,,
LINC00570,0,0,0,0,0,0,,,,
AADAC,0.106445,0.124319,0.103138,0.0874023,0.0610996,0.0466213,,,,
STAP1,0,0,0.0138315,0,0,0,,,,
TAS2R10,0.161537,0.220514,0.100619,0.219259,0.214586,0.303217,,,,
OR2T6,0,0,0,0,0,0,,,,
SLCO1A2,0,0,0,0.00467378,0,0.00620694,,,,
SLC39A3,13.2931,14.4304,15.3868,16.9913,15.7809,14.9576,,,,
HIF3A,0.00296238,0,0,0,0,0,,,,
SCNN1A,10.2013,9.76135,10.3382,10.7885,9.94137,10.3991,,,,
C5orf63,2.58884,3.05228,3.11524,2.68486,2.71846,2.80736,,,,
OTUB2,8.18299,7.89273,7.49797,7.37609,7.54065,7.78086,,,,
LINC00636,0,0.0575471,0,0.0158943,0,0,,,,
ENPP7,0,0,0,0,0,0,,,,
C15orf61,5.07013,5.57014,6.7346,5.33652,4.25037,4.46787,,,,
SULT1C2P1,0,0.00948482,0,0.0209575,0,0,,,,
LOC101926897,0,0,0,0,0,0,,,,
TLE3,10.8614,10.7945,10.4098,11.394,11.3926,11.527,,,,
MIR3122,0,0,0,0,0,0,,,,
GRAMD3,23.156,22.4169,23.6515,26.641,26.4016,27.5639,,,,
CYB5B,15.7839,16.6971,16.0555,16.1877,16.5971,16.883,,,,
LINC00689,0.00434748,0,0,0,0,0.00571239,,,,
MIR5047,1971.94,1594.43,1726.95,2010.6,2141.89,2369.57,,,,
PLSCR4,1.83565,1.78041,1.81566,3.06331,2.6296,2.93148,,,,
C7orf71,0,0,0.0202201,0,0,0,,,,
ABCC2,0.814852,0.612657,0.75396,0.406781,0.404637,0.435741,,,,
PAM,47.0768,46.7745,47.0368,52.5713,53.4365,55.0467,,,,
RRBP1,91.7322,93.7933,86.1355,86.8652,82.7322,78.7275,,,,
MIR6720,0,0,0,0,39.7748,0,,,,
LOC101927087,0.0105795,0,0.0230643,0.0223376,0,0.0278019,,,,
CAND2,0.0301888,0.0721219,0.0447107,0.047903,0.0510014,0.0495814,,,,
RPN1,91.1915,94.4341,101.71,100.061,100.644,101.106,,,,
P2RY4,0.0808829,0.0220826,0.0503806,0.0487933,0.0238766,0.0759116,,,,
CRYGC,0,0,0,0,0,0,,,,
TRMT1,21.1709,23.0179,23.133,23.4216,21.1898,21.5355,,,,
CCDC151,0.118491,0.113226,0.129161,0.232312,0.218616,0.144571,,,,
OR13J1,0,0,0,0,0,0,,,,
VMAC,1.52683,1.35092,1.23283,1.73128,1.2737,1.29287,,,,
NAP1L2,0,0.00667988,0.0228598,0,0.00722256,0.00918515,,,,
MIR3668,0,0,0,0,0,0,,,,
OR51I1,0,0,0,0,0,0,,,,
FDPSP2,0.00982025,0.0126959,0.0132232,0.0146361,0.00895261,0.00227706,,,,
FLII,110.643,113.365,109.195,66.888,62.4489,62.3013,,,,
PTPN3,3.9081,4.0199,3.67789,5.08348,4.94754,5.16401,,,,
FKBP9P1,7.33591,7.28277,7.90045,9.21736,9.1094,8.46002,,,,
BOC,0.459062,0.531833,0.487113,0.463188,0.457513,0.443048,,,,
TRIB3,79.106,79.2852,90.8246,71.343,68.7868,66.6667,,,,
BIRC5,34.1984,36.0681,36.7565,36.6159,38.1242,36.0141,,,,
C2orf50,0,0,0.0212438,0,0.020136,0.0512151,,,,
LINC00606,0,0,0,0,0,0,,,,
TMEM198,0.460765,0.487468,0.412567,1.02498,0.82461,0.648668,,,,
TMEM191A,0.242542,0.26939,0.295283,0.345836,0.312429,0.372493,,,,
HSD3B1,0.0561654,0.16101,0.0979566,0.243105,0.295954,0.464932,,,,
HLA-DMA,0,0,0,0,0,0,,,,
LILRB5,0,0,0,0,0.0032373,0,,,,
NR2C2AP,18.6069,19.5322,19.2253,18.7956,18.0819,17.2215,,,,
ZNF84,0,0,0,0,0,0,,,,
B3GNT8,2.08443,2.2479,2.3154,2.44154,2.3895,2.32149,,,,
GTSE1-AS1,0.0504845,0.0964829,0.0275152,0.106593,0.0652008,0.0663342,,,,
SYNJ2BP,2.90782,2.82341,2.64198,3.64498,3.65468,3.63901,,,,
SLC9A7,10.8611,10.5203,9.96621,11.1241,11.3427,11.4819,,,,
HDAC6,29.9066,29.1466,27.5969,21.8442,20.5726,20.2722,,,,
MIR105-1,0,0,0,0,0,0,,,,
PRKD3,15.0764,14.9701,14.388,15.2445,16.0122,16.4311,,,,
LOC101243545,0.0595874,0.0649314,0.0364648,0.058492,0.0334831,0.0700534,,,,
CCDC105,0,0,0,0,0,0,,,,
POLK,8.63264,8.8147,7.97292,7.14959,8.09722,8.51979,,,,
LINC00905,0,0,0,0,0,0,,,,
SLC16A1-AS1,0,0.029775,0,0,0.0321942,0,,,,
COL16A1,0.920108,0.867465,0.989542,0.948619,0.823478,0.92594,,,,
CYP4F24P,0.00731173,0,0,0,0.00377724,0,,,,
GLIDR,3.24447,3.1536,2.96301,3.63122,3.53702,3.61896,,,,
9-Sep,65.8413,71.0527,68.2647,70.998,69.5568,68.3743,,,,
MIR650,0,0,0,0,0,0,,,,
RBMS3,3.19664,3.25014,2.89716,3.29083,4.21756,3.80304,,,,
ENTPD1-AS1,0.07753,0.0740853,0.0489276,0.0344625,0.050592,0.0375313,,,,
VCP,130.775,133.912,134.582,133.437,131.842,131.219,,,,
PIEZO2,0.0330723,0.0232863,0.0227686,0.0220513,0.00719375,0.0205842,,,,
LOC100652931,0,0,0,0,0,0,,,,
ADAM30,0,0,0,0,0,0,,,,
DDX28,3.20254,3.61003,3.33224,3.5712,3.27306,3.23341,,,,
BMS1P5,1.47564,1.48514,1.04993,1.11705,1.19958,1.22492,,,,
MPEG1,0,0,0,0,0,0,,,,
C14orf39,0.00647358,0.0123719,0.0070565,0,0.013377,0.0170119,,,,
MIR214,0,0,0,0,0,0,,,,
IPO5,44.8399,45.3182,44.5762,38.1196,39.3251,37.6376,,,,
LAG3,0.166854,0.212588,0.212192,0.205507,0.201126,0.109619,,,,
SLC16A7,1.13334,0.936072,0.807572,0.861056,1.09654,1.16297,,,,
JAKMIP2,0.00376582,0,0.00821067,0.00198739,0.00778249,0,,,,
FRMD5,8.42119,8.46578,8.01963,6.86917,7.12612,7.16961,,,,
KRT17,0.435748,0.43952,0.488179,0.575025,0.575275,0.508935,,,,
FECH,3.28619,3.35149,3.46975,2.69929,2.88391,3.04837,,,,
ZNF689,2.1149,2.16505,2.30727,2.45234,2.37913,2.58203,,,,
LINC00996,0.540732,0.611436,0.559951,0.970448,0.800781,0.710496,,,,
C9orf91,3.8126,3.62796,4.00811,3.72605,3.77024,3.71526,,,,
ADAM20,0.0320048,0.0183497,0.0139547,0.0067575,0.00661347,0.00841055,,,,
CELA3A,0,0,0,0,0,0,,,,
GRID1-AS1,0,0,0,0,0,0,,,,
DTNA,2.07886,2.19452,1.80886,1.809,2.21559,2.08241,,,,
SRGAP2-AS1,0.00360175,0.0240921,0,0.0114071,0.00372133,0.00946506,,,,
LRRC69,0.281701,0.358483,0.189227,0.213435,0.404603,0.370142,,,,
WI2-2373I1.2,0,0,0,0,0,0,,,,
LINC01180,0,0,0,0,0,0,,,,
SHPK,2.43392,2.42985,2.03003,2.45005,2.47178,2.60505,,,,
TULP3,11.7514,11.752,11.3236,15.2876,15.0352,14.4418,,,,
SERPINC1,0.0713203,0.0681515,0.0777424,0.0501953,0.110532,0.0780929,,,,
ADM,11.6437,11.9156,13.3021,11.8422,11.7687,12.621,,,,
GALC,10.6819,10.2342,10.6756,10.4448,11.4371,11.7495,,,,
NBL1,14.7351,15.3033,23.556,21.6713,21.8944,16.631,,,,
NFE2L3,47.1951,43.7509,49.6633,67.0004,68.2956,69.4941,,,,
MIR138-1,0,0,0,0,0,0,,,,
UNC13B,10.0251,10.452,9.78356,6.15059,6.12491,6.07828,,,,
ATM,9.23106,8.72256,7.2648,6.714,7.05198,7.23077,,,,
SNORA7A,4.45003,7.18801,0,7.73E-225,2.84E-287,6.27198,,,,
CCL3L1,0.15662,0.00531704,0.12867,0.00103454,0.00225111,0.150355,,,,
TRAF6,3.02386,3.15573,2.98195,3.04071,3.16411,3.2439,,,,
THNSL1,3.65946,3.772,3.60425,2.46114,2.48545,2.29434,,,,
EHF,35.4909,32.5994,33.2731,45.7619,47.3575,49.4463,,,,
TMED11P,0,0,0,0,0,0,,,,
FAM178A,11.7642,11.9371,10.1265,9.91865,11.5033,10.7189,,,,
ASCL4,0,0,0,0,0,0,,,,
MMP20,0,0,0,0,0.00977458,0,,,,
MAP3K6,3.56547,3.82527,3.65019,4.17101,4.04062,3.78271,,,,
TPRN,4.61444,4.78122,5.22341,5.0156,4.88049,5.02273,,,,
ZNF554,0.902925,0.937538,0.924814,0.825623,0.90352,0.884351,,,,
TSR1,29.6549,30.496,29.4497,24.8622,25.4975,25.3587,,,,
PDCL,6.58295,6.36188,6.56155,7.3138,8.47664,9.2918,,,,
OR7E156P,0.010398,0.0140401,0.0166319,0.0165852,0.0105097,0.00891035,,,,
LINC01277,0.00976187,0.0186563,0.0425636,0,0.010086,0,,,,
CMAHP,0.262069,0.38843,0.275509,0.51246,0.585734,0.697788,,,,
CPSF3L,38.48,38.6703,39.99,36.8794,33.647,32.3952,,,,
